CODEX,SEX,CPF,ANY,SELE,CPE
244456,H,43800,2011,10.972000000000001,43800.0
244457,H,08717,2011,11.498,25200.0
244458,H,25214,2011,9.736,25200.0
244468,D,08036,2011,11.524000000000001,8029.0
244483,D,08700,2011,11.298,8719.0
244495,H,08780,2011,12.27,8950.0
244517,H,08038,2011,9.948,8902.0
244530,D,17002,2011,9.85,17003.0
244531,H,17111,2011,11.648,17003.0
244533,H,08397,2011,11.298,17003.0
244535,H,08034,2011,10.982000000000001,8021.0
244575,D,08756,2011,11.648,8757.0
244596,H,43205,2011,11.012,43205.0
244626,D,25600,2011,12.18,25600.0
244633,H,08023,2011,9.744,8021.0
244648,H,08903,2011,12.624,8902.0
244651,H,25700,2011,10.016,25700.0
244653,D,25700,2011,12.474,25700.0
244663,H,25196,2011,10.708,25002.0
244698,H,08173,2011,10.616,8021.0
244702,H,08015,2011,9.968,8021.0
244703,H,08012,2011,12.28,8021.0
244705,H,08970,2011,11.85,8021.0
244708,H,08041,2011,11.524000000000001,8009.0
244725,H,08173,2011,10.338,8173.0
244738,H,07141,2010,9.948,
244746,H,08173,2011,10.177999999999999,8017.0
244753,H,08027,2011,11.004000000000001,8041.0
244758,H,17134,2011,10.13,17257.0
244785,H,08207,2011,11.062000000000001,8207.0
244802,H,08173,2011,11.145999999999999,8172.0
244826,H,08028,2010,9.244,8028.0
244840,H,08980,2011,10.585999999999999,8980.0
244843,H,17600,2011,10.45,17600.0
244844,D,25002,2011,10.193999999999999,25002.0
244846,H,25310,2011,11.505999999999998,25310.0
244848,H,25790,2011,11.39,25280.0
244852,H,08034,2011,11.664000000000001,8021.0
244867,D,08015,2011,10.854000000000001,8031.0
244868,D,08031,2011,11.628,8031.0
244869,H,08032,2011,11.082,8031.0
244886,H,08022,2011,10.224,8021.0
244888,H,08028,2011,12.582,8021.0
244891,H,08008,2011,11.595999999999998,8021.0
244892,H,08911,2011,11.87,8912.0
244905,D,08380,2011,11.048,8380.0
244937,H,08024,2011,11.144,8025.0
244971,D,08830,2011,11.318,8902.0
244972,D,08014,2011,10.815999999999999,8023.0
244974,H,08201,2011,9.882,8205.0
244985,D,25300,2011,10.932,25300.0
245004,H,08700,2011,11.267999999999999,8719.0
245017,D,25001,2011,12.985999999999999,25002.0
245034,H,08022,2011,9.878,8022.0
245070,H,08769,2011,12.548,8760.0
245074,H,08034,2011,11.924000000000001,8034.0
245077,H,08028,2011,10.825999999999999,8034.0
245084,H,08024,2011,10.436,8024.0
245086,H,08013,2011,11.222000000000001,8024.0
245087,D,08960,2011,13.6,8022.0
245110,H,08025,2011,11.814,8012.0
245113,H,08980,2011,10.458,8034.0
245121,D,08017,2011,11.81,8022.0
245127,H,08028,2011,10.582,8028.0
245132,H,08017,2011,10.78,8017.0
245137,H,08006,2011,10.1,8017.0
245150,H,08302,2011,10.74,8304.0
245166,H,08328,2011,9.906,8916.0
245168,H,08021,2011,11.56,8022.0
245174,H,08017,2011,12.937999999999999,8017.0
245176,D,08173,2011,12.352,8022.0
245181,H,08028,2011,11.352,8029.0
245190,D,08017,2011,12.075999999999999,8006.0
245195,H,08015,2011,9.98,8017.0
245208,H,08034,2011,10.708,8034.0
245213,H,08025,2011,10.314,8025.0
245214,H,08025,2011,10.274000000000001,8025.0
245218,H,08037,2011,12.072000000000001,8036.0
245219,H,08037,2011,10.898,8036.0
245221,H,08023,2011,12.25,8035.0
245229,H,08042,2011,9.918,8035.0
245234,H,08017,2011,10.24,8017.0
245235,D,08017,2011,11.68,8017.0
245240,H,08029,2011,11.79,8017.0
245307,H,08021,2011,11.138,8034.0
245308,H,08008,2011,10.754000000000001,8034.0
245314,D,08013,2011,11.866,8017.0
245316,H,08032,2011,11.19,8034.0
245322,H,08008,2011,13.335999999999999,8036.0
245332,D,08017,2011,12.517999999999999,8022.0
245335,H,08029,2011,11.84,8022.0
245344,H,08201,2011,11.162,8201.0
245359,H,08022,2011,10.347999999999999,8034.0
245360,H,08034,2011,10.357999999999999,8034.0
245365,H,08014,2011,10.193999999999999,8014.0
245368,H,08290,2011,9.964,8034.0
245369,H,08173,2011,11.106,8034.0
245370,H,08027,2011,10.592,8034.0
245372,H,08022,2011,11.508,8022.0
245373,D,08022,2011,11.782,8022.0
245374,H,08006,2011,11.485999999999999,8034.0
245375,H,08030,2011,12.11,8030.0
245377,H,08370,2011,11.347999999999999,8370.0
245378,H,08370,2011,10.37,8370.0
245393,H,08757,2011,9.876,8757.0
245394,H,08034,2011,11.08,8034.0
245395,H,08022,2011,11.265999999999998,8034.0
245401,D,08034,2011,11.154000000000002,8034.0
245402,H,08034,2011,12.204,8034.0
245403,H,08034,2011,10.842,8034.0
245404,H,08015,2011,11.155999999999999,8036.0
245405,D,08754,2011,10.664000000000001,8022.0
245406,D,08034,2011,11.458,8022.0
245407,D,08021,2011,10.13,8022.0
245408,D,08030,2011,11.136,8030.0
245410,H,08030,2011,10.995999999999999,8030.0
245418,H,08950,2011,10.22,8034.0
245432,H,08711,2011,9.722000000000001,8700.0
245440,H,08013,2011,10.272,8012.0
245443,H,08030,2011,11.118,8030.0
245445,H,08028,2011,11.45,8017.0
245447,H,08017,2011,10.08,8017.0
245451,H,08023,2011,10.93,8022.0
245453,D,08022,2011,11.324000000000002,8022.0
245462,D,08013,2011,11.698,8009.0
245473,H,08348,2011,10.315999999999999,8301.0
245474,H,08340,2011,10.67,8301.0
245476,D,08301,2011,12.106,8301.0
245486,D,08005,2011,10.614,8005.0
245505,D,08021,2011,12.515999999999998,8034.0
245509,H,08029,2011,10.87,8029.0
245516,D,08034,2011,11.55,8034.0
245517,D,08034,2011,11.324000000000002,8034.0
245520,D,08017,2011,11.446,8034.0
245521,H,08014,2011,10.694,8010.0
245553,D,08025,2011,11.062000000000001,8006.0
245554,H,08005,2011,10.315999999999999,8010.0
245556,D,08173,2011,10.725999999999999,8010.0
245561,H,08002,2011,10.038,8010.0
245563,H,08018,2011,10.764000000000001,8010.0
245564,H,08029,2011,12.524000000000001,8007.0
245568,H,08024,2011,9.874,8024.0
245584,H,08025,2013,11.068,8034.0
